,R_INTERNATIONAL_MIG_2019,Unemployment_rate_2020,PCT_COLL_4_2015_19,PCT_COLL_1TO3_2000,PCT_HSD_Only_2000,R_NET_MIG_2019,Med_HH_Income_Percent_of_State_Total_2019,GQ_ESTIMATES_2019,N_POP_CHG_2019,INTERNATIONAL_MIG_2019,NET_MIG_2019,HSD_Only_2000,DOMESTIC_MIG_2019,RESIDUAL_2019,Deaths_2019,COLL_4_2000,POP_ESTIMATE_2019,LT_HSD_2015_19,COLL_1TO3_2000,Unemployed_2020,NATURAL_INC_2019,GQ_ESTIMATES_BASE_2010,Employed_2020,LT_HSD_2000,COLL_4_2015_19,HSD_Only_2015_19,COLL_1TO3_2015_19,Civilian_labor_force_2020,CENSUS_2010_POP,PCT_LT_HSD_2000,R_birth_2019,PCT_COLL_1TO3_2015_19,PCT_COLL_4_2000,Economic_typology_2015,R_death_2019,county_name,state_code
349653,-0.1,8.9,11.0,17.1,37.5,0.1,69.5,236,-43,-1,1,"4,656",2,0.0,233,"1,378","17,304","2,197","2,120",693,-44,174,"7,084","4,267","1,346","5,735","2,918","7,777","18,787",34.4,10.9,23.9,11.1,3.0,13.4,Haywood County,TN
302552,-0.5,3.5,18.2,20.4,29.3,10.4,63.1,5,24,-1,20,416,21,1.0,15,246,"1,932",409,289,44,3,5,"1,207",467,266,332,458,"1,251","2,002",32.9,9.4,31.3,17.3,4.0,7.8,Edwards County,TX
344120,0.4,8.5,16.0,24.5,42.9,-3.0,82.5,524,-230,11,-92,"10,712",-103,-3.0,445,"2,718","30,981","2,516","6,102","1,323",-135,524,"14,231","5,422","3,682","9,611","7,269","15,554","33,118",21.7,10.0,31.5,10.9,0.0,14.3,Huron County,MI
349779,0.5,6.6,13.3,22.0,38.4,-6.8,86.2,579,-207,10,-146,"5,763",-156,0.0,296,"1,408","21,466","2,108","3,301",575,-61,580,"8,081","4,532","2,043","6,902","4,256","8,656","22,353",30.2,10.9,27.8,9.4,0.0,13.7,Logan County,AR
221842,0.0,7.4,12.5,21.2,34.7,-9.7,65.1,285,-255,1,-203,"5,131",-204,0.0,286,"1,716","20,866","2,883","3,129",587,-52,285,"7,385","4,794","1,790","5,048","4,550","7,972","22,621",32.5,11.1,31.9,11.6,3.0,13.6,Barnwell County,SC
350250,1.3,4.7,45.4,27.4,22.6,1.8,90.4,"2,773",279,52,72,"4,400",20,0.0,215,"7,986","40,108",928,"5,349",938,207,"3,086","18,818","1,758","10,134","4,404","6,851","19,756","37,244",9.0,10.6,30.7,41.0,4.0,5.4,Latah County,ID
343121,0.5,6.7,22.2,34.5,31.5,-2.6,94.0,"10,323",221,56,-313,"21,176",-369,-1.0,"1,095","12,846","120,749","7,704","23,218","3,239",535,"10,343","45,028","9,980","17,160","25,348","27,117","48,267","124,098",14.8,13.5,35.1,19.1,4.0,9.1,Comanche County,OK
358410,-0.2,6.1,9.4,14.4,39.4,5.5,74.7,65,-5,-1,28,"1,367",29,-1.0,67,314,"5,048",996,499,137,-32,74,"2,104","1,286",366,"1,487","1,039","2,241","5,077",37.1,6.9,26.7,9.1,5.0,13.3,Pickett County,TN
359207,0.0,3.3,24.6,30.4,39.1,2.8,110.8,73,12,0,12,"1,368",12,1.0,49,568,"4,333",280,"1,065",92,-1,73,"2,694",499,739,"1,109",874,"2,786","4,527",14.3,11.1,29.1,16.2,1.0,11.3,Grant County,OK
356537,-0.3,10.2,11.6,16.9,38.1,7.8,72.3,372,146,-10,282,"8,795",292,-1.0,496,"1,432","36,004","5,137","3,897","1,508",-135,294,"13,205","8,946","2,980","12,073","5,584","14,713","35,662",38.8,10.0,21.7,6.2,3.0,13.8,Cocke County,TN
329613,0.2,7.1,14.1,22.2,37.0,-8.1,76.5,401,-222,5,-203,"5,788",-208,-2.0,285,"1,819","24,823","3,103","3,480",696,-17,405,"9,054","4,554","2,350","6,352","4,876","9,750","24,757",29.1,10.7,29.2,11.6,1.0,11.4,Milam County,TX
359163,-0.7,12.4,12.5,18.7,35.5,-12.6,39.9,57,-50,-2,-36,787,-34,-1.0,35,223,"2,834",439,415,111,-13,58,785,790,275,797,686,896,"3,183",35.7,7.7,31.2,10.1,4.0,12.2,Clay County,GA
356659,0.4,6.8,19.6,21.5,35.8,-4.7,87.6,"2,161",-129,9,-111,"5,742",-120,-1.0,279,"2,694","23,457","2,071","3,442",620,-17,"1,315","8,433","4,161","2,879","6,116","3,595","9,053","24,552",25.9,11.1,24.5,16.8,3.0,11.9,Columbia County,AR
42594,-0.2,7.6,15.8,19.8,36.0,-3.2,75.8,105,-55,-1,-21,"2,048",-20,-1.0,94,543,"6,624",995,"1,125",185,-33,111,"2,236","1,976",775,"1,972","1,161","2,421","7,645",34.7,9.2,23.7,9.5,0.0,14.1,Lafayette County,AR
341879,0.1,7.4,14.4,22.0,46.2,-1.7,86.9,310,-93,3,-49,"8,650",-52,-2.0,331,"1,838","28,264","2,181","4,113",959,-42,718,"12,002","4,119","2,880","9,102","5,815","12,961","29,380",22.0,10.2,29.1,9.8,5.0,11.7,Hocking County,OH
43170,-0.1,7.7,12.1,21.0,37.8,-21.3,59.9,"1,879",-319,-2,-289,"2,765",-287,0.0,118,704,"13,390","2,214","1,535",378,-30,"1,978","4,547","2,305","1,200","4,073","2,432","4,925","14,918",31.5,6.5,24.5,9.6,3.0,8.7,Dooly County,GA
352552,0.1,9.2,15.7,23.4,35.7,-1.4,70.6,"1,103",-59,3,-61,"10,668",-64,-1.0,556,"3,028","44,829","5,852","6,982","1,533",3,"1,160","15,200","9,192","4,808","9,839","10,084","16,733","46,639",30.8,12.5,33.0,10.1,0.0,12.4,Richmond County,NC
354500,-0.4,5.1,13.4,20.4,36.1,-1.3,66.5,76,-14,-3,-11,"1,603",-8,1.0,90,396,"8,359","1,342",905,163,-4,79,"3,029","1,533",812,"2,148","1,750","3,192","8,742",34.6,10.3,28.9,8.9,3.0,10.8,Marion County,GA
70599,0.0,6.6,12.8,18.1,35.2,-10.1,71.4,"2,922",-225,0,-160,"3,933",-160,1.0,200,"1,387","15,670","2,448","2,022",362,-66,"2,917","5,133","3,827","1,527","5,206","2,777","5,495","17,195",34.3,8.5,23.2,12.4,2.0,12.7,Claiborne Parish,LA
334634,4.5,5.3,41.7,24.2,20.1,8.6,85.1,"14,535","3,430","1,023","1,954","14,214",931,-3.0,"1,142","26,152","229,211","15,194","17,136","6,233","1,479","13,512","110,366","13,206","49,439","22,776","31,170","116,599","194,851",18.7,11.5,26.3,37.0,4.0,5.0,Brazos County,TX
121279,0.5,7.8,17.6,24.8,34.1,5.6,80.2,"1,894",428,44,548,"21,632",504,-3.0,"1,219","8,403","97,947","10,545","15,736","3,801",-117,"2,050","44,634","17,625","11,745","22,995","21,561","48,435","98,078",27.8,11.3,32.3,13.3,0.0,12.5,Cleveland County,NC
355666,2.8,6.8,7.5,17.9,25.7,-3.2,65.1,"1,634",27,21,-24,927,-45,0.0,41,232,"7,520","1,906",646,251,51,"1,583","3,442","1,797",392,"2,019",916,"3,693","6,886",49.9,12.3,17.5,6.4,2.0,5.5,La Salle County,TX
117416,-0.1,6.1,32.6,28.8,30.0,10.1,96.9,"1,052",212,-3,346,"6,287",349,-1.0,394,"4,975","34,385","2,811","6,038",868,-133,"1,070","13,278","3,673","8,368","6,858","7,600","14,146","33,090",17.5,7.6,29.6,23.7,5.0,11.5,Transylvania County,NC
298015,1.4,7.8,16.2,22.3,36.1,9.8,88.9,"1,052",458,73,526,"11,969",453,-3.0,656,"3,578","53,794","5,821","7,393","1,814",-65,942,"21,579","10,170","6,081","15,142","10,470","23,393","52,266",30.7,11.0,27.9,10.8,3.0,12.2,McMinn County,TN
199922,0.2,5.9,17.3,19.6,39.2,7.7,90.6,196,52,2,82,"2,997",80,-2.0,130,770,"10,718",949,"1,501",252,-28,196,"4,020","2,385","1,301","2,865","2,410","4,272","11,291",31.2,9.5,32.0,10.1,0.0,12.2,Pike County,AR
263948,1.5,8.6,12.0,17.8,41.1,14.6,76.2,"2,709",181,22,218,"3,475",196,1.0,154,604,"15,064","2,691","1,504",367,-38,"1,101","3,897","2,872","1,326","4,392","2,623","4,264","12,876",34.0,7.7,23.8,7.1,4.0,10.3,Bledsoe County,TN
94205,0.9,7.4,20.3,30.7,39.3,0.1,91.5,795,-22,20,2,"5,489",-18,-1.0,234,"1,759","21,773","1,182","4,286",795,-23,848,"9,883","2,448","3,095","5,920","5,062","10,678","22,985",17.5,9.7,33.2,12.6,0.0,10.7,Jersey County,IL
357977,0.7,8.3,14.8,21.1,35.9,9.5,79.5,452,61,12,169,"4,579",157,0.0,281,"1,353","17,883","2,011","2,690",586,-108,405,"6,497","4,122","1,981","5,280","4,118","7,083","18,313",32.3,9.7,30.8,10.6,3.0,15.7,Unicoi County,TN
282621,0.0,6.6,26.4,33.4,29.6,25.7,116.4,677,"1,466",2,"1,567","8,466","1,565",8.0,736,"5,865","61,643","4,445","9,556","1,833",-109,701,"25,745","4,734","11,109","12,630","13,886","27,578","51,182",16.5,10.3,33.0,20.5,2.0,12.1,Hood County,TX
343784,-0.2,10.1,16.7,23.4,46.3,-4.1,85.5,"3,802",-527,-12,-276,"22,984",-264,-3.0,856,"5,523","67,006","4,950","11,612","2,918",-248,"3,834","25,970","9,497","8,385","21,329","15,648","28,888","70,400",19.1,9.0,31.1,11.1,2.0,12.7,Belmont County,OH
354049,-0.3,7.4,12.3,27.8,36.3,-17.5,71.0,"1,134",-102,-2,-101,"1,562",-99,1.0,54,543,"5,712",679,"1,195",140,-2,"1,146","1,764","1,002",517,"1,535","1,476","1,904","6,239",23.3,9.0,35.1,12.6,4.0,9.4,Greer County,OK
200393,5.4,6.0,12.1,21.8,27.3,-6.0,73.5,336,-25,20,-22,637,-42,0.0,40,414,"3,667",635,510,79,-3,332,"1,233",774,359,"1,087",876,"1,312","3,598",33.1,10.1,29.6,17.7,4.0,10.9,Kinney County,TX
357484,0.9,2.0,22.8,27.3,31.5,-18.6,87.4,7,-28,2,-40,655,-42,-1.0,9,367,"2,137",264,568,28,13,7,"1,392",487,355,562,378,"1,420","2,475",23.4,10.2,24.2,17.7,1.0,4.2,Cimarron County,OK
270067,0.1,7.5,16.8,25.7,34.7,3.8,92.8,"1,929",139,3,83,"4,506",80,0.0,238,"2,008","21,859","2,145","3,329",760,56,"1,907","9,315","3,125","2,482","5,348","4,797","10,075","22,119",24.1,13.5,32.5,15.5,2.0,10.9,Beckham County,OK
357685,0.6,7.2,8.1,15.3,32.6,-38.7,59.8,7,-75,1,-61,467,-62,0.0,27,120,"1,537",358,219,38,-14,7,492,628,100,570,207,530,"1,717",43.8,8.3,16.8,8.4,0.0,17.1,Taliaferro County,GA
344359,1.4,8.5,18.9,21.1,17.9,-6.6,82.1,"3,608","1,532",377,"-1,831","18,152","-2,208",6.0,"1,378","14,092","276,652","49,087","21,372","9,819","3,357","3,479","106,376","47,566","28,650","38,292","35,295","116,195","250,304",47.0,17.2,23.3,13.9,0.0,5.0,Webb County,TX
288769,2.6,7.2,19.3,28.1,27.3,19.0,45.0,0,75,10,73,685,63,-1.0,34,320,"3,887",532,703,132,3,0,"1,691",798,539,684,"1,038","1,823","3,524",31.8,9.6,37.2,12.8,1.0,8.8,Costilla County,CO
47127,-0.3,7.5,28.3,24.3,35.6,22.8,92.2,"2,846","4,836",-58,"5,292","39,366","5,350",37.0,"2,781","18,374","234,225","19,950","26,880","7,990",-493,"2,937","98,014","25,979","47,481","52,373","48,136","106,004","197,145",23.5,9.9,28.7,16.6,5.0,12.0,Sussex County,DE
77846,-0.3,9.2,24.1,31.4,36.2,0.9,86.7,"1,351",7,-13,40,"10,370",53,0.0,430,"5,240","43,150","1,937","8,990","2,100",-33,"1,372","20,786","4,053","7,456","9,613","11,883","22,886","44,159",14.1,9.2,38.5,18.3,5.0,10.0,Douglas County,WI
292882,0.4,8.4,30.3,28.2,31.1,1.8,115.5,"11,191","2,814",145,675,"66,119",530,-20.0,"2,884","47,953","384,940","24,903","60,115","15,308","2,159","12,230","167,957","38,629","73,635","71,028","73,209","183,265","372,813",18.2,13.1,30.2,22.5,0.0,7.5,Orange County,NY
204814,-0.2,3.1,15.4,33.8,33.6,4.1,69.1,184,20,-1,20,"1,115",21,1.0,48,474,"4,908",275,"1,119",91,-1,184,"2,804",606,521,"1,171","1,423","2,895","4,814",18.3,9.6,42.0,14.3,1.0,9.8,Washington County,CO
303117,0.1,9.5,30.0,25.8,37.7,7.1,88.2,"7,240","5,708",42,"4,266","135,009","4,224",-22.0,"7,091","69,835","607,186","32,816","92,611","26,397","1,464","7,163","252,016","60,899","122,732","139,398","114,790","278,413","576,567",17.0,14.2,28.0,19.5,5.0,11.7,Ocean County,NJ
184320,0.8,5.2,31.4,23.4,38.8,4.4,86.8,588,58,32,176,"9,630",144,-2.0,446,"5,545","39,715","2,291","5,819","1,028",-116,501,"18,933","3,824","9,174","9,406","8,349","19,961","38,786",15.4,8.3,28.6,22.3,5.0,11.2,Waldo County,ME
317445,0.0,6.1,14.9,18.4,33.6,11.1,68.0,37,75,0,110,"2,079",110,0.0,107,732,"9,932","1,172","1,135",280,-35,37,"4,289","2,237","1,057","2,710","2,166","4,569","10,052",36.2,7.3,30.5,11.8,0.0,10.8,Cumberland County,VA
299024,-0.1,8.3,17.4,23.3,33.1,-12.4,85.6,"1,053",-408,-7,-598,"10,024",-591,2.0,534,"3,863","47,955","5,385","7,038","1,750",188,701,"19,459","9,326","5,400","10,768","9,414","21,209","50,902",30.8,15.0,30.4,12.8,0.0,11.1,Crittenden County,AR
147469,0.3,6.7,17.4,27.5,28.2,-1.2,63.8,71,-25,1,-4,607,-5,0.0,53,371,"3,452",377,591,72,-21,70,"1,000",581,392,687,801,"1,072","3,309",27.0,9.2,35.5,17.3,5.0,15.3,Real County,TX
198490,-0.2,6.4,17.1,27.3,38.3,10.1,79.1,141,29,-4,168,"4,440",172,-2.0,278,"1,210","16,694","1,700","3,160",403,-137,141,"5,848","2,783","2,151","4,727","4,022","6,251","16,653",24.0,8.5,31.9,10.4,3.0,16.7,Marion County,AR
357550,0.4,4.5,33.4,27.3,32.8,17.9,144.4,"2,081","6,875",107,"4,930","32,644","4,823",21.0,"1,820","20,210","279,141","19,857","27,117","6,231","1,924","2,061","133,784","19,465","58,000","50,742","45,308","140,015","221,339",19.6,13.6,26.1,20.3,0.0,6.6,Benton County,AR
342030,-1.5,16.0,15.0,29.2,24.1,-1.1,73.4,253,129,-33,-23,"2,635",10,-1.0,129,"1,162","21,547","3,932","3,188","1,675",153,225,"8,824","3,927","2,052","3,586","4,107","10,499","21,419",36.0,13.1,30.0,10.6,1.0,6.0,Colusa County,CA
357290,1.9,3.5,23.4,28.0,39.5,-0.5,104.7,257,29,31,-8,"4,097",-39,-1.0,154,"1,878","16,012",784,"2,905",297,38,338,"8,072","1,493","2,542","3,831","3,690","8,369","15,740",14.4,12.0,34.0,18.1,0.0,9.6,Otoe County,NE
355068,0.0,6.7,7.6,20.5,37.5,-7.4,70.3,576,-34,0,-32,"1,163",-32,0.0,43,319,"4,300",573,636,103,-2,571,"1,428",981,250,"1,571",914,"1,531","4,687",31.7,9.5,27.6,10.3,5.0,10.0,Guadalupe County,NM
274316,0.5,7.6,20.6,29.4,39.0,-8.0,83.7,457,-331,18,-263,"9,394",-281,1.0,383,"3,772","32,628","2,165","7,092","1,239",-69,456,"15,124","3,827","4,859","8,630","7,928","16,363","34,978",15.9,9.6,33.6,15.7,0.0,11.7,Bureau County,IL
339894,-0.2,5.8,17.5,22.0,39.7,-0.6,97.7,966,57,-7,-24,"9,021",-17,-2.0,430,"3,118","37,825","3,512","5,004",959,83,900,"15,711","5,562","4,406","9,451","7,753","16,670","36,647",24.5,13.6,30.9,13.7,3.0,11.4,Independence County,AR
268468,-1.2,7.9,30.4,33.5,29.1,30.3,105.3,66,371,-14,340,"1,608",354,1.0,72,"1,455","11,392",460,"1,849",448,30,66,"5,195",613,"2,588","2,272","3,200","5,643","9,862",11.1,9.1,37.6,26.3,5.0,6.4,Valley County,ID
357325,0.3,5.4,16.0,18.6,39.4,-1.2,70.5,806,4,3,-11,"2,013",-14,-1.0,86,688,"9,172","1,102",948,210,16,732,"3,681","1,459",966,"2,298","1,669","3,891","9,123",28.6,11.1,27.7,13.5,0.0,9.4,Montgomery County,GA
165473,-0.1,6.6,16.6,28.9,32.8,13.8,88.9,"1,761",382,-4,625,"8,503",629,1.0,647,"3,761","45,539","4,926","7,491","1,179",-244,"1,103","16,740","6,140","5,366","10,763","11,199","17,919","41,964",23.7,8.9,34.7,14.5,0.0,14.3,Wood County,TX
328494,0.1,3.4,28.4,32.7,37.6,-7.5,94.4,779,-69,1,-103,"3,598",-104,-1.0,135,"1,624","13,679",600,"3,130",244,35,737,"7,021","1,227","2,645","2,595","3,470","7,265","13,665",12.8,12.4,37.3,17.0,0.0,9.8,York County,NE
343986,0.6,5.6,10.6,25.1,28.2,-1.2,75.7,"14,445",-239,32,-72,"10,869",-104,-1.0,754,"4,273","57,735","7,851","9,651","1,312",-166,"14,217","22,013","13,713","4,464","16,361","13,397","23,325","58,458",35.6,10.2,31.8,11.1,4.0,13.0,Anderson County,TX
352470,-0.1,5.5,15.1,19.4,38.5,3.2,68.3,"1,147",20,-1,30,"2,384",31,0.0,114,611,"9,416","1,157","1,200",191,-10,663,"3,276","2,001",943,"2,507","1,631","3,467","9,538",32.3,11.1,26.1,9.9,1.0,12.1,Irwin County,GA
341984,-1.5,16.0,15.0,29.2,24.1,-1.1,73.4,253,129,-33,-23,"2,635",10,-1.0,129,"1,162","21,547","3,932","3,188","1,675",153,225,"8,824","3,927","2,052","3,586","4,107","10,499","21,419",36.0,13.1,30.0,10.6,1.0,6.0,Colusa County,CA
319483,0.5,5.3,19.3,25.6,32.1,3.4,82.2,254,24,9,61,"3,938",52,-1.0,234,"1,772","18,010","2,123","3,134",410,-36,279,"7,393","3,421","2,402","4,201","3,747","7,803","18,550",27.9,11.0,30.0,14.4,2.0,13.0,Young County,TX
231415,-0.2,7.5,16.5,18.3,40.1,5.9,77.0,499,9,-5,192,"8,728",197,-2.0,481,"2,637","32,345","3,285","3,994","1,026",-181,491,"12,642","6,432","3,858","10,658","5,579","13,668","32,330",29.5,9.3,23.9,12.1,0.0,14.9,Henry County,TN
28660,-0.5,6.6,15.6,22.1,42.0,9.9,93.1,142,96,-7,135,"3,568",142,-1.0,174,863,"13,715","1,231","1,874",359,-38,92,"5,053","2,181","1,499","4,310","2,573","5,412","13,324",25.7,10.0,26.8,10.2,4.0,12.7,Stewart County,TN
346568,1.2,6.3,19.1,32.0,34.9,-14.8,72.4,149,-104,8,-95,"1,781",-103,0.0,90,669,"6,375",365,"1,636",208,-9,149,"3,079","1,019",859,"1,662","1,623","3,287","6,852",20.0,12.6,36.0,13.1,1.0,14.0,Norman County,MN
73725,2.4,5.2,62.6,23.9,16.2,4.6,140.0,"1,689","3,069",779,"1,489","26,513",710,-22.0,"1,845","86,437","325,690","9,716","39,091","9,558","1,602","2,322","174,916","11,267","134,698","28,992","41,894","184,474","287,085",6.9,10.6,19.5,52.9,0.0,5.7,Howard County,MD
63481,0.4,5.6,25.1,22.7,34.0,9.4,93.7,601,453,15,346,"6,190",331,2.0,362,"3,367","37,051","2,860","4,136",959,105,601,"16,102","4,509","6,342","8,761","7,288","17,061","33,481",24.8,12.7,28.9,18.5,0.0,9.8,Orange County,VA
178167,1.1,12.2,37.6,25.5,23.4,-4.1,88.2,"13,464",-860,441,"-1,600","70,477","-2,041",-19.0,"3,640","77,407","390,144","37,349","76,602","22,134",759,"13,165","159,734","76,082","104,257","63,287","72,591","181,868","343,829",25.3,11.3,26.2,25.8,4.0,9.3,Orleans Parish,LA
200697,1.1,7.2,38.8,31.7,25.9,-1.6,95.3,"8,255",386,303,-412,"37,615",-715,-3.0,"2,209","45,189","265,066","10,587","45,917","9,488",801,"8,455","122,130","16,274","63,961","36,155","53,939","131,618","250,331",11.2,11.4,32.8,31.2,0.0,8.3,Kalamazoo County,MI
357838,-0.3,3.9,14.2,18.9,38.9,8.9,98.0,79,214,-5,147,"3,624",152,1.0,141,938,"16,576","2,164","1,764",287,66,79,"7,126","3,001","1,590","4,903","2,522","7,413","15,717",32.2,12.6,22.6,10.1,3.0,8.6,Madison County,AR
357219,-0.4,4.5,12.6,18.5,41.2,2.0,75.4,149,77,-8,39,"4,174",47,1.0,226,"1,020","19,465","2,153","1,875",385,37,142,"8,115","3,062","1,628","5,543","3,638","8,500","18,758",30.2,13.5,28.1,10.1,0.0,11.6,Pierce County,GA
214784,0.2,8.2,15.4,18.1,38.6,-1.0,68.3,479,6,3,-14,"3,740",-17,0.0,176,989,"13,966","1,608","1,753",412,20,420,"4,635","3,203","1,497","4,035","2,582","5,047","14,593",33.1,14.0,26.6,10.2,3.0,12.6,Screven County,GA
2046,-0.5,6.0,20.7,28.2,31.7,20.1,97.8,"2,173","2,128",-48,"1,761","11,806","1,809",1.0,727,"6,347","88,723","10,040","10,493","2,557",366,"2,337","40,016","8,603","11,485","16,876","17,145","42,573","74,171",23.1,12.5,30.9,17.0,0.0,8.3,Bastrop County,TX
275518,3.1,9.9,8.6,15.2,40.1,-6.0,58.5,"3,143",-114,50,-96,"3,168",-146,1.0,156,659,"15,860","3,580","1,198",374,-19,"3,127","3,408","2,881","1,043","5,695","1,741","3,782","16,500",36.4,8.6,14.4,8.3,3.0,9.8,Telfair County,GA
338797,0.1,7.6,16.9,27.2,29.3,-1.9,80.8,"2,733",-95,6,-167,"14,758",-173,-2.0,997,"7,377","86,715","10,350","13,690","2,712",74,"2,953","32,783","14,465","9,694","18,078","19,153","35,495","86,771",28.8,12.3,33.4,14.7,0.0,11.5,Angelina County,TX
328978,0.4,7.5,17.3,21.5,35.0,3.1,67.6,96,2,3,25,"1,942",22,-1.0,108,777,"7,984","1,310","1,191",244,-22,109,"3,016","1,640",977,"1,560","1,804","3,260","8,283",29.5,10.8,31.9,14.0,0.0,13.5,McCulloch County,TX
348484,-0.2,6.0,12.4,22.5,34.1,2.7,64.8,"1,944",66,-3,47,"4,093",50,-1.0,166,"1,151","17,297","2,819","2,704",390,20,"2,068","6,141","4,065","1,519","4,694","3,177","6,531","17,866",33.8,10.8,26.0,9.6,4.0,9.6,Falls County,TX
333636,0.2,7.4,20.6,29.3,31.8,-5.5,80.0,"5,910",-443,17,-514,"18,711",-531,0.0,"1,046","9,480","93,245","7,114","17,229","2,864",71,"6,206","35,891","13,347","13,041","22,005","21,088","38,755","92,565",22.7,12.0,33.3,16.1,4.0,11.2,Bowie County,TX
341406,0.1,10.2,18.3,32.1,23.6,-7.0,65.3,346,-50,1,-108,"1,722",-109,0.0,128,"1,016","15,308","1,367","2,338",554,58,289,"4,903","2,214","1,659","2,920","3,118","5,457","14,746",30.4,12.1,34.4,13.9,2.0,8.3,San Juan County,UT
328756,-0.2,9.8,8.9,26.7,34.8,0.4,69.0,"7,749",98,-5,13,"7,154",18,1.0,234,"2,511","32,565","5,406","5,494",974,84,"7,499","8,932","5,409","1,966","7,530","7,107","9,906","31,861",26.3,9.8,32.3,12.2,4.0,7.2,Bee County,TX
339745,0.6,8.4,16.1,27.6,34.8,2.9,88.8,376,52,15,68,"5,166",53,-3.0,267,"1,994","23,194","2,695","4,103",792,-13,358,"8,645","3,585","2,542","4,950","5,554","9,437","23,796",24.1,11.0,35.3,13.4,2.0,11.5,Panola County,TX
356048,0.0,5.7,14.7,18.3,33.9,0.0,67.1,0,1,0,0,539,0,0.0,22,144,"2,607",389,290,57,1,0,951,615,275,763,449,"1,008","2,799",38.7,8.8,23.9,9.1,3.0,8.4,Webster County,GA
34816,3.9,7.5,41.4,25.8,19.8,-2.1,88.2,"10,389",382,857,-455,"18,901","-1,312",8.0,"1,386","32,576","220,500","17,179","24,647","7,915",829,"6,709","97,111","19,299","52,851","23,086","34,470","105,026","200,849",20.2,10.1,27.0,34.1,4.0,6.3,Yolo County,CA
45069,0.3,8.3,20.0,30.9,29.1,-1.4,89.5,"1,881",206,25,-131,"15,120",-156,-3.0,835,"8,446","92,084","9,765","16,067","3,411",340,"1,508","37,761","12,352","12,033","18,587","19,867","41,172","86,793",23.8,12.8,33.0,16.2,2.0,9.1,Victoria County,TX
270349,0.2,8.5,19.8,27.1,40.5,-2.4,73.5,573,-25,3,-37,"4,322",-40,0.0,167,"1,761","15,562",828,"2,888",651,12,623,"7,035","1,697","2,114","3,946","3,772","7,686","16,157",15.9,11.5,35.4,16.5,5.0,10.7,Ashland County,WI
180224,0.3,7.7,18.5,23.3,35.6,18.4,87.7,736,782,20,"1,107","11,955","1,087",6.0,843,"4,586","60,520","6,383","7,812","1,745",-331,636,"20,988","9,242","8,299","16,921","13,335","22,733","56,053",27.5,8.5,29.7,13.7,0.0,14.0,Cumberland County,TN
339989,-0.2,5.8,17.5,22.0,39.7,-0.6,97.7,966,57,-7,-24,"9,021",-17,-2.0,430,"3,118","37,825","3,512","5,004",959,83,900,"15,711","5,562","4,406","9,451","7,753","16,670","36,647",24.5,13.6,30.9,13.7,3.0,11.4,Independence County,AR
212992,3.3,9.8,52.4,27.3,17.7,-0.1,112.3,273,194,101,-4,"2,788",-105,1.0,69,"7,630","31,011","1,663","4,311","2,198",197,273,"20,204","1,066","12,232","4,194","5,270","22,402","27,994",6.7,8.6,22.6,48.3,5.0,2.2,Summit County,CO
202754,-0.3,6.9,22.9,25.4,41.2,-0.4,123.8,530,-24,-15,-21,"12,244",-6,-3.0,457,"4,582","49,458","3,556","7,546","1,742",0,530,"23,482","5,340","7,831","13,327","9,555","25,224","50,047",18.0,9.2,27.9,15.4,5.0,9.2,Dearborn County,IN
251920,0.0,4.6,28.3,24.3,35.7,10.7,109.4,"1,175","1,140",3,946,"14,025",943,0.0,755,"7,291","89,313","6,456","9,542","2,260",194,967,"46,376","8,413","16,864","19,325","17,039","48,636","78,305",21.4,10.7,28.5,18.6,0.0,8.5,Frederick County,VA
237587,0.0,7.3,13.7,15.3,39.7,-0.5,69.1,194,-70,1,-13,"6,386",-14,-2.0,299,"1,572","23,902","3,017","2,459",874,-55,194,"11,147","5,668","2,384","7,913","4,074","12,021","24,042",35.2,10.2,23.4,9.8,5.0,12.5,Page County,VA
30721,0.6,6.7,13.8,17.1,35.9,-3.4,64.1,183,-87,6,-33,"2,609",-39,-2.0,147,871,"9,777","1,130","1,240",248,-52,344,"3,464","2,545",954,"3,048","1,796","3,712","10,593",35.0,9.7,25.9,12.0,0.0,15.0,Wilkes County,GA
290828,0.7,4.3,20.0,30.3,36.1,-7.9,69.5,2,-3,1,-11,396,-12,2.0,10,218,"1,392",123,333,40,6,2,900,151,195,274,382,940,"1,394",13.8,11.5,39.2,19.9,1.0,7.2,Jackson County,CO
20494,0.0,6.8,8.9,17.8,37.6,11.9,72.9,95,74,0,86,"1,744",86,0.0,96,347,"7,269","1,175",824,222,-12,95,"3,053","1,721",432,"2,045","1,207","3,275","7,135",37.1,11.6,24.8,7.5,1.0,13.3,Nicholas County,KY
145411,0.1,6.0,20.4,27.8,31.9,-3.6,79.7,"3,500",-327,7,-243,"14,304",-250,1.0,906,"6,895","67,997","6,731","12,494","1,778",-85,"3,526","27,643","11,197","9,309","15,717","13,878","29,421","70,990",24.9,12.0,30.4,15.4,4.0,13.3,Muskogee County,OK
344067,0.6,5.6,10.6,25.1,28.2,-1.2,75.7,"14,445",-239,32,-72,"10,869",-104,-1.0,754,"4,273","57,735","7,851","9,651","1,312",-166,"14,217","22,013","13,713","4,464","16,361","13,397","23,325","58,458",35.6,10.2,31.8,11.1,4.0,13.0,Anderson County,TX
