,inventory,period_begin,state_code,county_name
6298,[3865.9973],2020-02-03,AR,Faulkner County
6299,[3934.2974],2020-02-10,AR,Faulkner County
6300,[3998.4346],2020-02-17,AR,Faulkner County
6301,[4058.6694],2020-02-24,AR,Faulkner County
6302,[3154.1006],2019-12-02,VA,Fauquier County
6303,[4507.829],2019-12-02,VA,Fauquier County
6304,[3916.656],2019-12-09,VA,Fauquier County
6305,[3791.252],2019-12-09,VA,Fauquier County
6306,[3695.166],2019-12-16,VA,Fauquier County
6307,[3695.4666],2019-12-16,VA,Fauquier County
6308,[3704.586],2019-12-23,VA,Fauquier County
6309,[3704.8345],2019-12-23,VA,Fauquier County
6310,[3710.2817],2019-12-30,VA,Fauquier County
6311,[3714.2957],2019-12-30,VA,Fauquier County
6312,[3718.0623],2020-01-06,VA,Fauquier County
6313,[3722.0444],2020-01-06,VA,Fauquier County
6314,[3725.7805],2020-01-13,VA,Fauquier County
6315,[3729.4688],2020-01-13,VA,Fauquier County
6316,[3733.0867],2020-01-20,VA,Fauquier County
6317,[3736.6243],2020-01-20,VA,Fauquier County
6318,[3740.1025],2020-01-27,VA,Fauquier County
6319,[3743.521],2020-01-27,VA,Fauquier County
6320,[3746.888],2020-02-03,VA,Fauquier County
6321,[3750.208],2020-02-03,VA,Fauquier County
6322,[3753.487],2020-02-10,VA,Fauquier County
6323,[3756.7307],2020-02-10,VA,Fauquier County
6324,[3759.943],2020-02-17,VA,Fauquier County
6325,[3763.1309],2020-02-17,VA,Fauquier County
6326,[3766.2979],2020-02-24,VA,Fauquier County
6327,[3769.4497],2020-02-24,VA,Fauquier County
6328,[2478.697],2019-12-02,GA,Fayette County
6329,[3954.984],2019-12-09,GA,Fayette County
6330,[3620.1367],2019-12-16,GA,Fayette County
6331,[3678.7476],2019-12-23,GA,Fayette County
6332,[3690.1746],2019-12-30,GA,Fayette County
6333,[3689.7646],2020-01-06,GA,Fayette County
6334,[3704.2979],2020-01-13,GA,Fayette County
6335,[3715.0781],2020-01-20,GA,Fayette County
6336,[3725.6016],2020-01-27,GA,Fayette County
6337,[3736.5518],2020-02-03,GA,Fayette County
6338,[3747.2458],2020-02-10,GA,Fayette County
6339,[3757.8735],2020-02-17,GA,Fayette County
6340,[3768.442],2020-02-24,GA,Fayette County
6341,[-10.209499],2019-12-02,IL,Fayette County
6342,[1147.5385],2019-12-09,IL,Fayette County
6343,[1104.1011],2019-12-16,IL,Fayette County
6344,[1275.5757],2019-12-23,IL,Fayette County
6345,[1146.3202],2019-12-30,IL,Fayette County
6346,[1195.36],2020-01-06,IL,Fayette County
6347,[1141.0312],2020-01-13,IL,Fayette County
6348,[1152.3486],2020-01-20,IL,Fayette County
6349,[1123.8348],2020-01-27,IL,Fayette County
6350,[1120.7891],2020-02-03,IL,Fayette County
6351,[1102.2504],2020-02-10,IL,Fayette County
6352,[1093.9498],2020-02-17,IL,Fayette County
6353,[1079.5785],2020-02-24,IL,Fayette County
6354,[75.62696],2019-12-02,IN,Fayette County
6355,[97.13883],2019-12-09,IN,Fayette County
6356,[119.88793],2019-12-16,IN,Fayette County
6357,[123.19636],2019-12-23,IN,Fayette County
6358,[125.44578],2019-12-30,IN,Fayette County
6359,[127.675545],2020-01-06,IN,Fayette County
6360,[130.02505],2020-01-13,IN,Fayette County
6361,[132.52637],2020-01-20,IN,Fayette County
6362,[135.19778],2020-01-27,IN,Fayette County
6363,[138.05792],2020-02-03,IN,Fayette County
6364,[141.12686],2020-02-10,IN,Fayette County
6365,[144.42651],2020-02-17,IN,Fayette County
6366,[147.9809],2020-02-24,IN,Fayette County
6367,[2312.2842],2019-12-02,KY,Fayette County
6368,[4394.6846],2019-12-09,KY,Fayette County
6369,[4195.2437],2019-12-16,KY,Fayette County
6370,[4180.4927],2019-12-23,KY,Fayette County
6371,[4182.158],2019-12-30,KY,Fayette County
6372,[4182.05],2020-01-06,KY,Fayette County
6373,[4181.8755],2020-01-13,KY,Fayette County
6374,[4181.6904],2020-01-20,KY,Fayette County
6375,[4181.5034],2020-01-27,KY,Fayette County
6376,[4181.3174],2020-02-03,KY,Fayette County
6377,[4181.1313],2020-02-10,KY,Fayette County
6378,[4180.946],2020-02-17,KY,Fayette County
6379,[4180.7617],2020-02-24,KY,Fayette County
6380,[-21.481398],2019-12-02,OH,Fayette County
6381,[1165.1948],2019-12-09,OH,Fayette County
6382,[1064.5371],2019-12-16,OH,Fayette County
6383,[1289.2435],2019-12-23,OH,Fayette County
6384,[1125.6069],2019-12-30,OH,Fayette County
6385,[1193.357],2020-01-06,OH,Fayette County
6386,[1126.2325],2020-01-13,OH,Fayette County
6387,[1144.9497],2020-01-20,OH,Fayette County
6388,[1111.3088],2020-01-27,OH,Fayette County
6389,[1111.0521],2020-02-03,OH,Fayette County
6390,[1090.3368],2020-02-10,OH,Fayette County
6391,[1082.989],2020-02-17,OH,Fayette County
6392,[1067.622],2020-02-24,OH,Fayette County
6393,[-21.481398],2019-12-02,PA,Fayette County
6394,[1165.1948],2019-12-09,PA,Fayette County
6395,[1064.5371],2019-12-16,PA,Fayette County
6396,[1289.2435],2019-12-23,PA,Fayette County
6397,[1125.6069],2019-12-30,PA,Fayette County
6398,[1193.357],2020-01-06,PA,Fayette County
6399,[1126.2325],2020-01-13,PA,Fayette County
6400,[1144.9497],2020-01-20,PA,Fayette County
6401,[1111.3088],2020-01-27,PA,Fayette County
6402,[1111.0521],2020-02-03,PA,Fayette County
6403,[1090.3368],2020-02-10,PA,Fayette County
6404,[1082.989],2020-02-17,PA,Fayette County
6405,[1067.622],2020-02-24,PA,Fayette County
6406,[1092.4899],2019-12-02,TN,Fayette County
6407,[1434.2039],2019-12-09,TN,Fayette County
6408,[1533.7974],2019-12-16,TN,Fayette County
6409,[1951.4662],2019-12-23,TN,Fayette County
6410,[2089.1987],2019-12-30,TN,Fayette County
6411,[2394.1377],2020-01-06,TN,Fayette County
6412,[2409.8948],2020-01-13,TN,Fayette County
6413,[2439.1155],2020-01-20,TN,Fayette County
6414,[2464.2183],2020-01-27,TN,Fayette County
6415,[2489.1638],2020-02-03,TN,Fayette County
6416,[2512.91],2020-02-10,TN,Fayette County
6417,[2535.1567],2020-02-17,TN,Fayette County
6418,[2555.8494],2020-02-24,TN,Fayette County
6419,[-21.481398],2019-12-02,TX,Fayette County
6420,[1165.1948],2019-12-09,TX,Fayette County
6421,[1064.5371],2019-12-16,TX,Fayette County
6422,[1289.2435],2019-12-23,TX,Fayette County
6423,[1125.6069],2019-12-30,TX,Fayette County
6424,[1193.357],2020-01-06,TX,Fayette County
6425,[1126.2325],2020-01-13,TX,Fayette County
6426,[1144.9497],2020-01-20,TX,Fayette County
6427,[1111.3088],2020-01-27,TX,Fayette County
6428,[1111.0521],2020-02-03,TX,Fayette County
6429,[1090.3368],2020-02-10,TX,Fayette County
6430,[1082.989],2020-02-17,TX,Fayette County
6431,[1067.622],2020-02-24,TX,Fayette County
6432,[-21.481398],2019-12-02,TN,Fentress County
6433,[1165.1948],2019-12-09,TN,Fentress County
6434,[1064.5371],2019-12-16,TN,Fentress County
6435,[1289.2435],2019-12-23,TN,Fentress County
6436,[1125.6069],2019-12-30,TN,Fentress County
6437,[1193.357],2020-01-06,TN,Fentress County
6438,[1126.2325],2020-01-13,TN,Fentress County
6439,[1144.9497],2020-01-20,TN,Fentress County
6440,[1111.3088],2020-01-27,TN,Fentress County
6441,[1111.0521],2020-02-03,TN,Fentress County
6442,[1090.3368],2020-02-10,TN,Fentress County
6443,[1082.989],2020-02-17,TN,Fentress County
6444,[1067.622],2020-02-24,TN,Fentress County
6445,[1114.2644],2019-12-02,WA,Ferry County
6446,[1471.2148],2019-12-09,WA,Ferry County
6447,[1534.5502],2019-12-16,WA,Ferry County
6448,[1972.4784],2019-12-23,WA,Ferry County
6449,[2087.5886],2019-12-30,WA,Ferry County
6450,[2406.67],2020-01-06,WA,Ferry County
6451,[2414.9888],2020-01-13,WA,Ferry County
6452,[2444.7285],2020-01-20,WA,Ferry County
6453,[2470.2278],2020-01-27,WA,Ferry County
6454,[2496.4773],2020-02-03,WA,Ferry County
6455,[2521.716],2020-02-10,WA,Ferry County
6456,[2545.348],2020-02-17,WA,Ferry County
6457,[2567.1528],2020-02-24,WA,Ferry County
6458,[199.20813],2019-12-02,MN,Fillmore County
6459,[209.25726],2019-12-09,MN,Fillmore County
6460,[242.764],2019-12-16,MN,Fillmore County
6461,[242.89697],2019-12-23,MN,Fillmore County
6462,[240.27747],2019-12-30,MN,Fillmore County
6463,[237.43628],2020-01-06,MN,Fillmore County
6464,[234.65625],2020-01-13,MN,Fillmore County
6465,[231.98407],2020-01-20,MN,Fillmore County
6466,[229.43674],2020-01-27,MN,Fillmore County
6467,[227.0281],2020-02-03,MN,Fillmore County
6468,[224.77258],2020-02-10,MN,Fillmore County
6469,[222.68549],2020-02-17,MN,Fillmore County
6470,[220.78326],2020-02-24,MN,Fillmore County
6471,[-21.481398],2019-12-02,TX,Fisher County
6472,[1165.1948],2019-12-09,TX,Fisher County
6473,[1064.5371],2019-12-16,TX,Fisher County
6474,[1289.2435],2019-12-23,TX,Fisher County
6475,[1125.6069],2019-12-30,TX,Fisher County
6476,[1193.357],2020-01-06,TX,Fisher County
6477,[1126.2325],2020-01-13,TX,Fisher County
6478,[1144.9497],2020-01-20,TX,Fisher County
6479,[1111.3088],2020-01-27,TX,Fisher County
6480,[1111.0521],2020-02-03,TX,Fisher County
6481,[1090.3368],2020-02-10,TX,Fisher County
6482,[1082.989],2020-02-17,TX,Fisher County
6483,[1067.622],2020-02-24,TX,Fisher County
6484,[1545.6637],2019-12-02,FL,Flagler County
6485,[2556.4944],2019-12-09,FL,Flagler County
6486,[2638.3677],2019-12-16,FL,Flagler County
6487,[2992.7996],2019-12-23,FL,Flagler County
6488,[3700.3672],2019-12-30,FL,Flagler County
6489,[3898.4004],2020-01-06,FL,Flagler County
6490,[3994.2576],2020-01-13,FL,Flagler County
6491,[4059.9897],2020-01-20,FL,Flagler County
6492,[4104.5195],2020-01-27,FL,Flagler County
6493,[4133.4204],2020-02-03,FL,Flagler County
6494,[4151.6606],2020-02-10,FL,Flagler County
6495,[4163.0615],2020-02-17,FL,Flagler County
6496,[4170.243],2020-02-24,FL,Flagler County
6497,[75.62696],2019-12-02,KY,Fleming County
6498,[97.13883],2019-12-09,KY,Fleming County
6499,[119.88793],2019-12-16,KY,Fleming County
6500,[123.19636],2019-12-23,KY,Fleming County
6501,[125.44578],2019-12-30,KY,Fleming County
6502,[127.675545],2020-01-06,KY,Fleming County
6503,[130.02505],2020-01-13,KY,Fleming County
6504,[132.52637],2020-01-20,KY,Fleming County
6505,[135.19778],2020-01-27,KY,Fleming County
6506,[138.05792],2020-02-03,KY,Fleming County
6507,[141.12686],2020-02-10,KY,Fleming County
6508,[144.42651],2020-02-17,KY,Fleming County
6509,[147.9809],2020-02-24,KY,Fleming County
6510,[-21.481398],2019-12-02,SC,Florence County
6511,[1165.1948],2019-12-02,SC,Florence County
6512,[1064.5371],2019-12-09,SC,Florence County
6513,[1289.2435],2019-12-09,SC,Florence County
6514,[1125.6069],2019-12-16,SC,Florence County
6515,[1193.357],2019-12-16,SC,Florence County
6516,[1126.2325],2019-12-23,SC,Florence County
6517,[1144.9497],2019-12-23,SC,Florence County
6518,[1111.3088],2019-12-30,SC,Florence County
6519,[1111.0521],2019-12-30,SC,Florence County
6520,[1090.3368],2020-01-06,SC,Florence County
6521,[1082.989],2020-01-06,SC,Florence County
6522,[1067.622],2020-01-13,SC,Florence County
6523,[1057.7235],2020-01-13,SC,Florence County
6524,[1044.73],2020-01-20,SC,Florence County
6525,[1034.0338],2020-01-20,SC,Florence County
6526,[1022.2067],2020-01-27,SC,Florence County
6527,[1011.39417],2020-01-27,SC,Florence County
6528,[1000.2333],2020-02-03,SC,Florence County
6529,[989.56537],2020-02-03,SC,Florence County
6530,[978.8557],2020-02-10,SC,Florence County
6531,[968.4254],2020-02-10,SC,Florence County
6532,[958.0683],2020-02-17,SC,Florence County
6533,[947.9009],2020-02-17,SC,Florence County
6534,[937.844],2020-02-24,SC,Florence County
6535,[927.93634],2020-02-24,SC,Florence County
6536,[36.42429],2019-12-02,WI,Florence County
6537,[23.544138],2019-12-09,WI,Florence County
6538,[36.589336],2019-12-16,WI,Florence County
6539,[39.740932],2019-12-23,WI,Florence County
6540,[42.15577],2019-12-30,WI,Florence County
6541,[44.730263],2020-01-06,WI,Florence County
6542,[47.615982],2020-01-13,WI,Florence County
6543,[50.87352],2020-01-20,WI,Florence County
6544,[54.556194],2020-01-27,WI,Florence County
6545,[58.721596],2020-02-03,WI,Florence County
6546,[63.434036],2020-02-10,WI,Florence County
6547,[68.76418],2020-02-17,WI,Florence County
6548,[74.79013],2020-02-24,WI,Florence County
6549,[-21.481398],2019-12-02,GA,Floyd County
6550,[1165.1948],2019-12-09,GA,Floyd County
6551,[1064.5371],2019-12-16,GA,Floyd County
6552,[1289.2435],2019-12-23,GA,Floyd County
6553,[1125.6069],2019-12-30,GA,Floyd County
6554,[1193.357],2020-01-06,GA,Floyd County
6555,[1126.2325],2020-01-13,GA,Floyd County
6556,[1144.9497],2020-01-20,GA,Floyd County
6557,[1111.3088],2020-01-27,GA,Floyd County
6558,[1111.0521],2020-02-03,GA,Floyd County
6559,[1090.3368],2020-02-10,GA,Floyd County
6560,[1082.989],2020-02-17,GA,Floyd County
6561,[1067.622],2020-02-24,GA,Floyd County
6562,[1351.1356],2019-12-02,IN,Floyd County
6563,[1797.0818],2019-12-09,IN,Floyd County
6564,[1832.5828],2019-12-16,IN,Floyd County
6565,[2098.9734],2019-12-23,IN,Floyd County
6566,[2593.135],2019-12-30,IN,Floyd County
6567,[2897.0718],2020-01-06,IN,Floyd County
6568,[3047.6038],2020-01-13,IN,Floyd County
6569,[3145.0767],2020-01-20,IN,Floyd County
6570,[3227.346],2020-01-27,IN,Floyd County
6571,[3304.6855],2020-02-03,IN,Floyd County
6572,[3379.592],2020-02-10,IN,Floyd County
6573,[3452.567],2020-02-17,IN,Floyd County
6574,[3523.5034],2020-02-24,IN,Floyd County
6575,[36.42429],2019-12-02,WI,Fond du Lac County
6576,[23.544138],2019-12-09,WI,Fond du Lac County
6577,[36.589336],2019-12-16,WI,Fond du Lac County
6578,[39.740932],2019-12-23,WI,Fond du Lac County
6579,[42.15577],2019-12-30,WI,Fond du Lac County
6580,[44.730263],2020-01-06,WI,Fond du Lac County
6581,[47.615982],2020-01-13,WI,Fond du Lac County
6582,[50.87352],2020-01-20,WI,Fond du Lac County
6583,[54.556194],2020-01-27,WI,Fond du Lac County
6584,[58.721596],2020-02-03,WI,Fond du Lac County
6585,[63.434036],2020-02-10,WI,Fond du Lac County
6586,[68.76418],2020-02-17,WI,Fond du Lac County
6587,[74.79013],2020-02-24,WI,Fond du Lac County
6588,[-10.209499],2019-12-02,IL,Ford County
6589,[1147.5385],2019-12-09,IL,Ford County
6590,[1104.1011],2019-12-16,IL,Ford County
6591,[1275.5757],2019-12-23,IL,Ford County
6592,[1146.3202],2019-12-30,IL,Ford County
6593,[1195.36],2020-01-06,IL,Ford County
6594,[1141.0312],2020-01-13,IL,Ford County
6595,[1152.3486],2020-01-20,IL,Ford County
6596,[1123.8348],2020-01-27,IL,Ford County
6597,[1120.7891],2020-02-03,IL,Ford County
6598,[1102.2504],2020-02-10,IL,Ford County
6599,[1093.9498],2020-02-17,IL,Ford County
6600,[1079.5785],2020-02-24,IL,Ford County
6601,[75.62696],2019-12-02,WI,Forest County
6602,[97.13883],2019-12-09,WI,Forest County
6603,[119.88793],2019-12-16,WI,Forest County
6604,[123.19636],2019-12-23,WI,Forest County
6605,[125.44578],2019-12-30,WI,Forest County
6606,[127.675545],2020-01-06,WI,Forest County
6607,[130.02505],2020-01-13,WI,Forest County
6608,[132.52637],2020-01-20,WI,Forest County
6609,[135.19778],2020-01-27,WI,Forest County
6610,[138.05792],2020-02-03,WI,Forest County
6611,[141.12686],2020-02-10,WI,Forest County
6612,[144.42651],2020-02-17,WI,Forest County
6613,[147.9809],2020-02-24,WI,Forest County
6614,[3669.4766],2019-12-02,GA,Forsyth County
6615,[5311.2183],2019-12-09,GA,Forsyth County
6616,[5054.716],2019-12-16,GA,Forsyth County
6617,[4780.1167],2019-12-23,GA,Forsyth County
6618,[4727.8066],2019-12-30,GA,Forsyth County
6619,[4723.5767],2020-01-06,GA,Forsyth County
6620,[4723.4062],2020-01-13,GA,Forsyth County
6621,[4723.4],2020-01-20,GA,Forsyth County
6622,[4723.3555],2020-01-27,GA,Forsyth County
6623,[4723.2866],2020-02-03,GA,Forsyth County
6624,[4723.207],2020-02-10,GA,Forsyth County
6625,[4723.121],2020-02-17,GA,Forsyth County
6626,[4723.033],2020-02-24,GA,Forsyth County
6627,[973.1426],2019-12-02,NC,Forsyth County
6628,[832.07117],2019-12-09,NC,Forsyth County
6629,[825.12695],2019-12-16,NC,Forsyth County
6630,[865.58136],2019-12-23,NC,Forsyth County
6631,[1687.5278],2019-12-30,NC,Forsyth County
6632,[1672.2422],2020-01-06,NC,Forsyth County
6633,[1872.8219],2020-01-13,NC,Forsyth County
6634,[1865.565],2020-01-20,NC,Forsyth County
6635,[1862.8451],2020-01-27,NC,Forsyth County
6636,[1844.7107],2020-02-03,NC,Forsyth County
6637,[1828.7291],2020-02-10,NC,Forsyth County
6638,[1812.0704],2020-02-17,NC,Forsyth County
6639,[1796.8348],2020-02-24,NC,Forsyth County
6640,[2061.4646],2019-12-02,TX,Fort Bend County
6641,[3994.9624],2019-12-09,TX,Fort Bend County
6642,[4324.578],2019-12-16,TX,Fort Bend County
6643,[4229.4717],2019-12-23,TX,Fort Bend County
6644,[4242.448],2019-12-30,TX,Fort Bend County
6645,[4243.294],2020-01-06,TX,Fort Bend County
6646,[4244.0156],2020-01-13,TX,Fort Bend County
6647,[4244.832],2020-01-20,TX,Fort Bend County
6648,[4245.662],2020-01-27,TX,Fort Bend County
6649,[4246.5127],2020-02-03,TX,Fort Bend County
6650,[4247.3867],2020-02-10,TX,Fort Bend County
6651,[4248.283],2020-02-17,TX,Fort Bend County
6652,[4249.203],2020-02-24,TX,Fort Bend County
6653,[973.1426],2019-12-02,FL,Franklin County
6654,[832.07117],2019-12-09,FL,Franklin County
6655,[825.12695],2019-12-16,FL,Franklin County
6656,[865.58136],2019-12-23,FL,Franklin County
6657,[1687.5278],2019-12-30,FL,Franklin County
6658,[1672.2422],2020-01-06,FL,Franklin County
6659,[1872.8219],2020-01-13,FL,Franklin County
6660,[1865.565],2020-01-20,FL,Franklin County
6661,[1862.8451],2020-01-27,FL,Franklin County
6662,[1844.7107],2020-02-03,FL,Franklin County
6663,[1828.7291],2020-02-10,FL,Franklin County
6664,[1812.0704],2020-02-17,FL,Franklin County
6665,[1796.8348],2020-02-24,FL,Franklin County
6666,[75.62696],2019-12-02,GA,Franklin County
6667,[97.13883],2019-12-09,GA,Franklin County
6668,[119.88793],2019-12-16,GA,Franklin County
6669,[123.19636],2019-12-23,GA,Franklin County
6670,[125.44578],2019-12-30,GA,Franklin County
6671,[127.675545],2020-01-06,GA,Franklin County
6672,[130.02505],2020-01-13,GA,Franklin County
6673,[132.52637],2020-01-20,GA,Franklin County
6674,[135.19778],2020-01-27,GA,Franklin County
6675,[138.05792],2020-02-03,GA,Franklin County
6676,[141.12686],2020-02-10,GA,Franklin County
6677,[144.42651],2020-02-17,GA,Franklin County
6678,[147.9809],2020-02-24,GA,Franklin County
6679,[199.20813],2019-12-02,ID,Franklin County
6680,[209.2573],2019-12-09,ID,Franklin County
6681,[242.76407],2019-12-16,ID,Franklin County
6682,[242.897],2019-12-23,ID,Franklin County
6683,[240.27747],2019-12-30,ID,Franklin County
6684,[237.43628],2020-01-06,ID,Franklin County
6685,[234.65625],2020-01-13,ID,Franklin County
6686,[231.98407],2020-01-20,ID,Franklin County
6687,[229.43677],2020-01-27,ID,Franklin County
6688,[227.0281],2020-02-03,ID,Franklin County
6689,[224.77261],2020-02-10,ID,Franklin County
6690,[222.68552],2020-02-17,ID,Franklin County
6691,[220.7833],2020-02-24,ID,Franklin County
6692,[-21.481398],2019-12-02,IN,Franklin County
6693,[1165.1948],2019-12-09,IN,Franklin County
6694,[1064.5371],2019-12-16,IN,Franklin County
6695,[1289.2435],2019-12-23,IN,Franklin County
6696,[1125.6069],2019-12-30,IN,Franklin County
6697,[1193.357],2020-01-06,IN,Franklin County
6698,[1126.2325],2020-01-13,IN,Franklin County
6699,[1144.9497],2020-01-20,IN,Franklin County
6700,[1111.3088],2020-01-27,IN,Franklin County
6701,[1111.0521],2020-02-03,IN,Franklin County
6702,[1090.3368],2020-02-10,IN,Franklin County
6703,[1082.989],2020-02-17,IN,Franklin County
6704,[1067.622],2020-02-24,IN,Franklin County
6705,[199.20813],2019-12-02,KS,Franklin County
6706,[209.25726],2019-12-02,KS,Franklin County
6707,[242.764],2019-12-09,KS,Franklin County
6708,[242.89697],2019-12-09,KS,Franklin County
6709,[240.27747],2019-12-16,KS,Franklin County
6710,[237.43628],2019-12-16,KS,Franklin County
6711,[234.65625],2019-12-23,KS,Franklin County
6712,[231.98407],2019-12-23,KS,Franklin County
6713,[229.43674],2019-12-30,KS,Franklin County
6714,[227.0281],2019-12-30,KS,Franklin County
6715,[224.77258],2020-01-06,KS,Franklin County
6716,[222.68549],2020-01-06,KS,Franklin County
6717,[220.78326],2020-01-13,KS,Franklin County
6718,[219.08359],2020-01-13,KS,Franklin County
6719,[217.60516],2020-01-20,KS,Franklin County
6720,[216.3678],2020-01-20,KS,Franklin County
6721,[215.39236],2020-01-27,KS,Franklin County
6722,[214.70084],2020-01-27,KS,Franklin County
6723,[214.31573],2020-02-03,KS,Franklin County
6724,[214.26025],2020-02-03,KS,Franklin County
6725,[214.5582],2020-02-10,KS,Franklin County
6726,[215.23291],2020-02-10,KS,Franklin County
6727,[216.30771],2020-02-17,KS,Franklin County
6728,[217.80466],2020-02-17,KS,Franklin County
6729,[219.7443],2020-02-24,KS,Franklin County
6730,[222.14508],2020-02-24,KS,Franklin County
6731,[973.1426],2019-12-02,KY,Franklin County
6732,[832.07117],2019-12-09,KY,Franklin County
6733,[825.12695],2019-12-16,KY,Franklin County
6734,[865.58136],2019-12-23,KY,Franklin County
6735,[1687.5278],2019-12-30,KY,Franklin County
6736,[1672.2422],2020-01-06,KY,Franklin County
6737,[1872.8219],2020-01-13,KY,Franklin County
6738,[1865.565],2020-01-20,KY,Franklin County
6739,[1862.8451],2020-01-27,KY,Franklin County
6740,[1844.7107],2020-02-03,KY,Franklin County
6741,[1828.7291],2020-02-10,KY,Franklin County
6742,[1812.0704],2020-02-17,KY,Franklin County
6743,[1796.8348],2020-02-24,KY,Franklin County
6744,[1235.2242],2019-12-02,MA,Franklin County
6745,[1543.486],2019-12-09,MA,Franklin County
6746,[1132.256],2019-12-16,MA,Franklin County
6747,[1276.9432],2019-12-23,MA,Franklin County
6748,[1653.3107],2019-12-30,MA,Franklin County
6749,[1977.3297],2020-01-06,MA,Franklin County
6750,[2310.0146],2020-01-13,MA,Franklin County
6751,[2436.4458],2020-01-20,MA,Franklin County
6752,[2429.1655],2020-01-27,MA,Franklin County
6753,[2409.7227],2020-02-03,MA,Franklin County
6754,[2388.5513],2020-02-10,MA,Franklin County
6755,[2366.7085],2020-02-17,MA,Franklin County
6756,[2344.6743],2020-02-24,MA,Franklin County
6757,[973.1426],2019-12-02,ME,Franklin County
6758,[832.07117],2019-12-09,ME,Franklin County
6759,[825.12695],2019-12-16,ME,Franklin County
6760,[865.58136],2019-12-23,ME,Franklin County
6761,[1687.5278],2019-12-30,ME,Franklin County
6762,[1672.2422],2020-01-06,ME,Franklin County
6763,[1872.8219],2020-01-13,ME,Franklin County
6764,[1865.565],2020-01-20,ME,Franklin County
6765,[1862.8451],2020-01-27,ME,Franklin County
6766,[1844.7107],2020-02-03,ME,Franklin County
6767,[1828.7291],2020-02-10,ME,Franklin County
6768,[1812.0704],2020-02-17,ME,Franklin County
6769,[1796.8348],2020-02-24,ME,Franklin County
6770,[-21.481398],2019-12-02,MO,Franklin County
6771,[1165.1948],2019-12-09,MO,Franklin County
6772,[1064.5371],2019-12-16,MO,Franklin County
6773,[1289.2435],2019-12-23,MO,Franklin County
6774,[1125.6069],2019-12-30,MO,Franklin County
6775,[1193.357],2020-01-06,MO,Franklin County
6776,[1126.2325],2020-01-13,MO,Franklin County
6777,[1144.9497],2020-01-20,MO,Franklin County
6778,[1111.3088],2020-01-27,MO,Franklin County
6779,[1111.0521],2020-02-03,MO,Franklin County
6780,[1090.3368],2020-02-10,MO,Franklin County
6781,[1082.989],2020-02-17,MO,Franklin County
6782,[1067.622],2020-02-24,MO,Franklin County
6783,[973.1426],2019-12-02,NC,Franklin County
6784,[832.07117],2019-12-09,NC,Franklin County
6785,[825.12695],2019-12-16,NC,Franklin County
6786,[865.58136],2019-12-23,NC,Franklin County
6787,[1687.5278],2019-12-30,NC,Franklin County
6788,[1672.2422],2020-01-06,NC,Franklin County
6789,[1872.8219],2020-01-13,NC,Franklin County
6790,[1865.565],2020-01-20,NC,Franklin County
6791,[1862.8451],2020-01-27,NC,Franklin County
6792,[1844.7107],2020-02-03,NC,Franklin County
6793,[1828.7291],2020-02-10,NC,Franklin County
6794,[1812.0704],2020-02-17,NC,Franklin County
6795,[1796.8348],2020-02-24,NC,Franklin County
6796,[2222.1042],2019-12-02,OH,Franklin County
6797,[3779.5486],2019-12-09,OH,Franklin County
6798,[3438.2754],2019-12-16,OH,Franklin County
6799,[3589.2605],2019-12-23,OH,Franklin County
6800,[3595.4224],2019-12-30,OH,Franklin County
6801,[3582.6174],2020-01-06,OH,Franklin County
6802,[3606.3438],2020-01-13,OH,Franklin County
6803,[3613.4038],2020-01-20,OH,Franklin County
6804,[3623.0498],2020-01-27,OH,Franklin County
6805,[3634.0928],2020-02-03,OH,Franklin County
6806,[3643.7407],2020-02-10,OH,Franklin County
6807,[3653.763],2020-02-17,OH,Franklin County
6808,[3663.678],2020-02-24,OH,Franklin County
6809,[-21.481398],2019-12-02,PA,Franklin County
6810,[1165.1948],2019-12-09,PA,Franklin County
6811,[1064.5371],2019-12-16,PA,Franklin County
6812,[1289.2435],2019-12-23,PA,Franklin County
6813,[1125.6069],2019-12-30,PA,Franklin County
6814,[1193.357],2020-01-06,PA,Franklin County
6815,[1126.2325],2020-01-13,PA,Franklin County
6816,[1144.9497],2020-01-20,PA,Franklin County
6817,[1111.3088],2020-01-27,PA,Franklin County
6818,[1111.0521],2020-02-03,PA,Franklin County
6819,[1090.3368],2020-02-10,PA,Franklin County
6820,[1082.989],2020-02-17,PA,Franklin County
6821,[1067.622],2020-02-24,PA,Franklin County
6822,[-21.481398],2019-12-02,TN,Franklin County
6823,[1165.1948],2019-12-09,TN,Franklin County
6824,[1064.5371],2019-12-16,TN,Franklin County
6825,[1289.2435],2019-12-23,TN,Franklin County
6826,[1125.6069],2019-12-30,TN,Franklin County
6827,[1193.357],2020-01-06,TN,Franklin County
6828,[1126.2325],2020-01-13,TN,Franklin County
6829,[1144.9497],2020-01-20,TN,Franklin County
6830,[1111.3088],2020-01-27,TN,Franklin County
6831,[1111.0521],2020-02-03,TN,Franklin County
6832,[1090.3368],2020-02-10,TN,Franklin County
6833,[1082.989],2020-02-17,TN,Franklin County
6834,[1067.622],2020-02-24,TN,Franklin County
6835,[973.1426],2019-12-02,TX,Franklin County
6836,[832.07117],2019-12-09,TX,Franklin County
6837,[825.12695],2019-12-16,TX,Franklin County
6838,[865.58136],2019-12-23,TX,Franklin County
6839,[1687.5278],2019-12-30,TX,Franklin County
6840,[1672.2422],2020-01-06,TX,Franklin County
6841,[1872.8219],2020-01-13,TX,Franklin County
