,inventory,period_begin,state_code,county_name
0,[-21.481398],2019-12-02,SC,Abbeville County
1,[1165.1948],2019-12-09,SC,Abbeville County
2,[1064.5371],2019-12-16,SC,Abbeville County
3,[1289.2435],2019-12-23,SC,Abbeville County
4,[1125.6069],2019-12-30,SC,Abbeville County
5,[1193.357],2020-01-06,SC,Abbeville County
6,[1126.2325],2020-01-13,SC,Abbeville County
7,[1144.9497],2020-01-20,SC,Abbeville County
8,[1111.3088],2020-01-27,SC,Abbeville County
9,[1111.0521],2020-02-03,SC,Abbeville County
10,[1090.3368],2020-02-10,SC,Abbeville County
11,[1082.989],2020-02-17,SC,Abbeville County
12,[1067.622],2020-02-24,SC,Abbeville County
13,[3154.1006],2019-12-02,ID,Ada County
14,[4507.829],2019-12-09,ID,Ada County
15,[3916.656],2019-12-16,ID,Ada County
16,[3791.252],2019-12-23,ID,Ada County
17,[3695.166],2019-12-30,ID,Ada County
18,[3695.4666],2020-01-06,ID,Ada County
19,[3704.586],2020-01-13,ID,Ada County
20,[3704.8345],2020-01-20,ID,Ada County
21,[3710.2817],2020-01-27,ID,Ada County
22,[3714.2957],2020-02-03,ID,Ada County
23,[3718.0623],2020-02-10,ID,Ada County
24,[3722.0444],2020-02-17,ID,Ada County
25,[3725.7805],2020-02-24,ID,Ada County
26,[199.20813],2019-12-02,IA,Adair County
27,[209.25726],2019-12-09,IA,Adair County
28,[242.764],2019-12-16,IA,Adair County
29,[242.89697],2019-12-23,IA,Adair County
30,[240.27747],2019-12-30,IA,Adair County
31,[237.43628],2020-01-06,IA,Adair County
32,[234.65625],2020-01-13,IA,Adair County
33,[231.98407],2020-01-20,IA,Adair County
34,[229.43674],2020-01-27,IA,Adair County
35,[227.0281],2020-02-03,IA,Adair County
36,[224.77258],2020-02-10,IA,Adair County
37,[222.68549],2020-02-17,IA,Adair County
38,[220.78326],2020-02-24,IA,Adair County
39,[75.62696],2019-12-02,OK,Adair County
40,[97.13883],2019-12-09,OK,Adair County
41,[119.88793],2019-12-16,OK,Adair County
42,[123.19636],2019-12-23,OK,Adair County
43,[125.44578],2019-12-30,OK,Adair County
44,[127.675545],2020-01-06,OK,Adair County
45,[130.02505],2020-01-13,OK,Adair County
46,[132.52637],2020-01-20,OK,Adair County
47,[135.19778],2020-01-27,OK,Adair County
48,[138.05792],2020-02-03,OK,Adair County
49,[141.12686],2020-02-10,OK,Adair County
50,[144.42651],2020-02-17,OK,Adair County
51,[147.9809],2020-02-24,OK,Adair County
52,[1593.2721],2019-12-02,CO,Adams County
53,[2156.0505],2019-12-09,CO,Adams County
54,[1416.7324],2019-12-16,CO,Adams County
55,[1479.882],2019-12-23,CO,Adams County
56,[1945.1266],2019-12-30,CO,Adams County
57,[2309.7808],2020-01-06,CO,Adams County
58,[3344.504],2020-01-13,CO,Adams County
59,[3728.6707],2020-01-20,CO,Adams County
60,[3922.8516],2020-01-27,CO,Adams County
61,[4056.0786],2020-02-03,CO,Adams County
62,[4135.2456],2020-02-10,CO,Adams County
63,[4176.6255],2020-02-17,CO,Adams County
64,[4196.9185],2020-02-24,CO,Adams County
65,[1092.4899],2019-12-02,ID,Adams County
66,[1434.2039],2019-12-09,ID,Adams County
67,[1533.7974],2019-12-16,ID,Adams County
68,[1951.4662],2019-12-23,ID,Adams County
69,[2089.1987],2019-12-30,ID,Adams County
70,[2394.1377],2020-01-06,ID,Adams County
71,[2409.8948],2020-01-13,ID,Adams County
72,[2439.1155],2020-01-20,ID,Adams County
73,[2464.2183],2020-01-27,ID,Adams County
74,[2489.1638],2020-02-03,ID,Adams County
75,[2512.91],2020-02-10,ID,Adams County
76,[2535.1567],2020-02-17,ID,Adams County
77,[2555.8494],2020-02-24,ID,Adams County
78,[75.62696],2019-12-02,OH,Adams County
79,[97.13883],2019-12-09,OH,Adams County
80,[119.88793],2019-12-16,OH,Adams County
81,[123.19636],2019-12-23,OH,Adams County
82,[125.44578],2019-12-30,OH,Adams County
83,[127.675545],2020-01-06,OH,Adams County
84,[130.02505],2020-01-13,OH,Adams County
85,[132.52637],2020-01-20,OH,Adams County
86,[135.19778],2020-01-27,OH,Adams County
87,[138.05792],2020-02-03,OH,Adams County
88,[141.12686],2020-02-10,OH,Adams County
89,[144.42651],2020-02-17,OH,Adams County
90,[147.9809],2020-02-24,OH,Adams County
91,[36.42429],2019-12-02,PA,Adams County
92,[23.544138],2019-12-09,PA,Adams County
93,[36.589336],2019-12-16,PA,Adams County
94,[39.740932],2019-12-23,PA,Adams County
95,[42.15577],2019-12-30,PA,Adams County
96,[44.730263],2020-01-06,PA,Adams County
97,[47.615982],2020-01-13,PA,Adams County
98,[50.87352],2020-01-20,PA,Adams County
99,[54.556194],2020-01-27,PA,Adams County
100,[58.721596],2020-02-03,PA,Adams County
101,[63.434036],2020-02-10,PA,Adams County
102,[68.76418],2020-02-17,PA,Adams County
103,[74.79013],2020-02-24,PA,Adams County
104,[178.25458],2019-12-02,WA,Adams County
105,[258.49402],2019-12-09,WA,Adams County
106,[281.18106],2019-12-16,WA,Adams County
107,[285.26395],2019-12-23,WA,Adams County
108,[288.61124],2019-12-30,WA,Adams County
109,[291.88016],2020-01-06,WA,Adams County
110,[295.13992],2020-02-17,WA,Adams County
111,[298.39862],2020-02-24,WA,Adams County
112,[1009.18396],2019-12-02,WI,Adams County
113,[949.3659],2019-12-09,WI,Adams County
114,[745.24646],2019-12-16,WI,Adams County
115,[866.2533],2019-12-23,WI,Adams County
116,[1688.7206],2019-12-30,WI,Adams County
117,[1716.1132],2020-01-06,WI,Adams County
118,[1824.9957],2020-01-13,WI,Adams County
119,[1907.2727],2020-01-20,WI,Adams County
120,[1892.3333],2020-01-27,WI,Adams County
121,[1881.8296],2020-02-03,WI,Adams County
122,[1866.9822],2020-02-10,WI,Adams County
123,[1853.7821],2020-02-17,WI,Adams County
124,[1841.9917],2020-02-24,WI,Adams County
125,[1351.1356],2019-12-02,VT,Addison County
126,[1797.0818],2019-12-09,VT,Addison County
127,[1832.5828],2019-12-16,VT,Addison County
128,[2098.9734],2019-12-23,VT,Addison County
129,[2593.135],2019-12-30,VT,Addison County
130,[2897.0718],2020-01-06,VT,Addison County
131,[3047.6038],2020-01-13,VT,Addison County
132,[3145.0767],2020-01-20,VT,Addison County
133,[3227.346],2020-01-27,VT,Addison County
134,[3304.6855],2020-02-03,VT,Addison County
135,[3379.592],2020-02-10,VT,Addison County
136,[3452.567],2020-02-17,VT,Addison County
137,[3523.5034],2020-02-24,VT,Addison County
138,[973.1426],2019-12-02,SC,Aiken County
139,[832.07117],2019-12-09,SC,Aiken County
140,[825.12695],2019-12-16,SC,Aiken County
141,[865.58136],2020-02-24,SC,Aiken County
142,[973.1426],2019-12-02,MN,Aitkin County
143,[832.07117],2019-12-09,MN,Aitkin County
144,[825.12695],2019-12-16,MN,Aitkin County
145,[865.58136],2019-12-23,MN,Aitkin County
146,[1687.5278],2019-12-30,MN,Aitkin County
147,[1672.2422],2020-01-06,MN,Aitkin County
148,[1872.8219],2020-01-13,MN,Aitkin County
149,[1865.565],2020-01-20,MN,Aitkin County
150,[1862.8451],2020-01-27,MN,Aitkin County
151,[1844.7107],2020-02-03,MN,Aitkin County
152,[1828.7291],2020-02-10,MN,Aitkin County
153,[1812.0704],2020-02-17,MN,Aitkin County
154,[1796.8348],2020-02-24,MN,Aitkin County
155,[2411.0376],2019-12-02,FL,Alachua County
156,[3783.8071],2019-12-09,FL,Alachua County
157,[3580.1099],2019-12-16,FL,Alachua County
158,[3670.186],2019-12-23,FL,Alachua County
159,[3685.5225],2019-12-30,FL,Alachua County
160,[3690.4976],2020-01-06,FL,Alachua County
161,[3707.7024],2020-01-13,FL,Alachua County
162,[3721.4492],2020-01-20,FL,Alachua County
163,[3735.313],2020-01-27,FL,Alachua County
164,[3749.6357],2020-02-03,FL,Alachua County
165,[3763.8916],2020-02-10,FL,Alachua County
166,[3778.2607],2020-02-17,FL,Alachua County
167,[3792.7412],2020-02-24,FL,Alachua County
168,[973.1426],2019-12-02,NC,Alamance County
169,[832.07117],2019-12-09,NC,Alamance County
170,[825.12695],2019-12-16,NC,Alamance County
171,[865.58136],2019-12-23,NC,Alamance County
172,[1687.5278],2019-12-30,NC,Alamance County
173,[1672.2422],2020-01-06,NC,Alamance County
174,[1872.8219],2020-01-13,NC,Alamance County
175,[1865.565],2020-01-20,NC,Alamance County
176,[1862.8451],2020-01-27,NC,Alamance County
177,[1844.7107],2020-02-03,NC,Alamance County
178,[1828.7291],2020-02-10,NC,Alamance County
179,[1812.0704],2020-02-17,NC,Alamance County
180,[1796.8348],2020-02-24,NC,Alamance County
181,[2312.2842],2019-12-02,CA,Alameda County
182,[4394.6846],2019-12-09,CA,Alameda County
183,[4195.2437],2019-12-16,CA,Alameda County
184,[4180.4927],2019-12-23,CA,Alameda County
185,[4182.158],2019-12-30,CA,Alameda County
186,[4182.05],2020-01-06,CA,Alameda County
187,[4181.8755],2020-01-13,CA,Alameda County
188,[4181.6904],2020-01-20,CA,Alameda County
189,[4181.5034],2020-01-27,CA,Alameda County
190,[4181.3174],2020-02-03,CA,Alameda County
191,[4181.1313],2020-02-10,CA,Alameda County
192,[4180.946],2020-02-17,CA,Alameda County
193,[4180.7617],2020-02-24,CA,Alameda County
194,[1602.4895],2019-12-02,CO,Alamosa County
195,[2083.3276],2019-12-09,CO,Alamosa County
196,[2312.9238],2019-12-16,CO,Alamosa County
197,[2714.913],2019-12-23,CO,Alamosa County
198,[3294.5361],2019-12-30,CO,Alamosa County
199,[3504.7769],2020-01-06,CO,Alamosa County
200,[3621.9878],2020-01-13,CO,Alamosa County
201,[3712.9954],2020-01-20,CO,Alamosa County
202,[3792.809],2020-01-27,CO,Alamosa County
203,[3865.9968],2020-02-03,CO,Alamosa County
204,[3934.297],2020-02-10,CO,Alamosa County
205,[3998.4336],2020-02-17,CO,Alamosa County
206,[4058.6687],2020-02-24,CO,Alamosa County
207,[2312.2842],2019-12-02,NY,Albany County
208,[4394.6846],2019-12-09,NY,Albany County
209,[4195.2437],2019-12-16,NY,Albany County
210,[4180.4927],2019-12-23,NY,Albany County
211,[4182.158],2019-12-30,NY,Albany County
212,[4182.05],2020-01-06,NY,Albany County
213,[4181.8755],2020-01-13,NY,Albany County
214,[4181.6904],2020-01-20,NY,Albany County
215,[4181.5034],2020-01-27,NY,Albany County
216,[4181.3174],2020-02-03,NY,Albany County
217,[4181.1313],2020-02-10,NY,Albany County
218,[4180.946],2020-02-17,NY,Albany County
219,[4180.7617],2020-02-24,NY,Albany County
220,[-21.481398],2019-12-02,NC,Alexander County
221,[1165.1948],2019-12-09,NC,Alexander County
222,[1064.5371],2019-12-16,NC,Alexander County
223,[1289.2435],2019-12-23,NC,Alexander County
224,[1125.6069],2019-12-30,NC,Alexander County
225,[1193.357],2020-01-06,NC,Alexander County
226,[1126.2325],2020-01-13,NC,Alexander County
227,[1144.9497],2020-01-20,NC,Alexander County
228,[1111.3088],2020-01-27,NC,Alexander County
229,[1111.0521],2020-02-03,NC,Alexander County
230,[1090.3368],2020-02-10,NC,Alexander County
231,[1082.989],2020-02-17,NC,Alexander County
232,[1067.622],2020-02-24,NC,Alexander County
233,[199.20813],2019-12-02,MI,Allegan County
234,[209.25726],2019-12-09,MI,Allegan County
235,[242.764],2019-12-16,MI,Allegan County
236,[242.89697],2019-12-23,MI,Allegan County
237,[240.27747],2019-12-30,MI,Allegan County
238,[237.43628],2020-01-06,MI,Allegan County
239,[234.65625],2020-01-13,MI,Allegan County
240,[231.98407],2020-01-20,MI,Allegan County
241,[229.43674],2020-01-27,MI,Allegan County
242,[227.0281],2020-02-03,MI,Allegan County
243,[224.77258],2020-02-10,MI,Allegan County
244,[222.68549],2020-02-17,MI,Allegan County
245,[220.78326],2020-02-24,MI,Allegan County
246,[-10.209499],2019-12-02,MD,Allegany County
247,[1147.5385],2019-12-09,MD,Allegany County
248,[1104.1011],2019-12-16,MD,Allegany County
249,[1275.5757],2019-12-23,MD,Allegany County
250,[1146.3202],2019-12-30,MD,Allegany County
251,[1195.36],2020-01-06,MD,Allegany County
252,[1141.0312],2020-01-13,MD,Allegany County
253,[1152.3486],2020-01-20,MD,Allegany County
254,[1123.8348],2020-01-27,MD,Allegany County
255,[1120.7891],2020-02-03,MD,Allegany County
256,[1102.2504],2020-02-10,MD,Allegany County
257,[1093.9498],2020-02-17,MD,Allegany County
258,[1079.5785],2020-02-24,MD,Allegany County
259,[1009.18396],2019-12-02,NY,Allegany County
260,[949.3659],2019-12-09,NY,Allegany County
261,[745.24646],2019-12-16,NY,Allegany County
262,[866.2533],2019-12-23,NY,Allegany County
263,[1688.7206],2019-12-30,NY,Allegany County
264,[1716.1132],2020-01-06,NY,Allegany County
265,[1824.9957],2020-01-13,NY,Allegany County
266,[1907.2727],2020-01-20,NY,Allegany County
267,[1892.3333],2020-01-27,NY,Allegany County
268,[1881.8296],2020-02-03,NY,Allegany County
269,[1866.9822],2020-02-10,NY,Allegany County
270,[1853.7821],2020-02-17,NY,Allegany County
271,[1841.9917],2020-02-24,NY,Allegany County
272,[1092.4899],2019-12-02,NC,Alleghany County
273,[1434.2039],2019-12-09,NC,Alleghany County
274,[1533.7974],2019-12-16,NC,Alleghany County
275,[1951.4662],2019-12-23,NC,Alleghany County
276,[2089.1987],2019-12-30,NC,Alleghany County
277,[2394.1377],2020-01-06,NC,Alleghany County
278,[2409.8948],2020-01-13,NC,Alleghany County
279,[2439.1155],2020-01-20,NC,Alleghany County
280,[2464.2183],2020-01-27,NC,Alleghany County
281,[2489.1638],2020-02-03,NC,Alleghany County
282,[2512.91],2020-02-10,NC,Alleghany County
283,[2535.1567],2020-02-17,NC,Alleghany County
284,[2555.8494],2020-02-24,NC,Alleghany County
285,[973.1426],2019-12-02,PA,Allegheny County
286,[832.07117],2019-12-09,PA,Allegheny County
287,[825.12695],2019-12-16,PA,Allegheny County
288,[865.58136],2019-12-23,PA,Allegheny County
289,[1687.5278],2019-12-30,PA,Allegheny County
290,[1672.2422],2020-01-06,PA,Allegheny County
291,[1872.8219],2020-01-13,PA,Allegheny County
292,[1865.565],2020-01-20,PA,Allegheny County
293,[1862.8451],2020-01-27,PA,Allegheny County
294,[1844.7107],2020-02-03,PA,Allegheny County
295,[1828.7291],2020-02-10,PA,Allegheny County
296,[1812.0704],2020-02-17,PA,Allegheny County
297,[1796.8348],2020-02-24,PA,Allegheny County
298,[88.99621],2019-12-02,SC,Allendale County
299,[125.05649],2019-12-09,SC,Allendale County
300,[149.05963],2019-12-16,SC,Allendale County
301,[152.48727],2019-12-23,SC,Allendale County
302,[154.81775],2019-12-30,SC,Allendale County
303,[157.1076],2020-01-06,SC,Allendale County
304,[159.49127],2020-01-13,SC,Allendale County
305,[161.99625],2020-01-20,SC,Allendale County
306,[164.63681],2020-01-27,SC,Allendale County
307,[167.42639],2020-02-03,SC,Allendale County
308,[170.3793],2020-02-10,SC,Allendale County
309,[173.51114],2020-02-17,SC,Allendale County
310,[176.8389],2020-02-24,SC,Allendale County
311,[973.1426],2019-12-02,CA,Alpine County
312,[832.07117],2019-12-09,CA,Alpine County
313,[825.12695],2019-12-16,CA,Alpine County
314,[865.58136],2019-12-23,CA,Alpine County
315,[1687.5278],2019-12-30,CA,Alpine County
316,[1672.2422],2020-01-06,CA,Alpine County
317,[1872.8219],2020-01-13,CA,Alpine County
318,[1865.565],2020-01-20,CA,Alpine County
319,[1862.8451],2020-01-27,CA,Alpine County
320,[1844.7107],2020-02-03,CA,Alpine County
321,[1828.7291],2020-02-10,CA,Alpine County
322,[1812.0704],2020-02-17,CA,Alpine County
323,[1796.8348],2020-02-24,CA,Alpine County
324,[1009.18396],2019-12-02,CA,Amador County
325,[949.3659],2019-12-09,CA,Amador County
326,[745.24646],2019-12-16,CA,Amador County
327,[866.2533],2019-12-23,CA,Amador County
328,[1688.7206],2019-12-30,CA,Amador County
329,[1716.1132],2020-01-06,CA,Amador County
330,[1824.9957],2020-01-13,CA,Amador County
331,[1907.2727],2020-01-20,CA,Amador County
332,[1892.3333],2020-01-27,CA,Amador County
333,[1881.8296],2020-02-03,CA,Amador County
334,[1866.9822],2020-02-10,CA,Amador County
335,[1853.7821],2020-02-17,CA,Amador County
336,[1841.9917],2020-02-24,CA,Amador County
337,[-21.481398],2019-12-02,VA,Amelia County
338,[1165.1948],2019-12-09,VA,Amelia County
339,[1064.5371],2019-12-16,VA,Amelia County
340,[1289.2435],2019-12-23,VA,Amelia County
341,[1125.6069],2019-12-30,VA,Amelia County
342,[1193.357],2020-01-27,VA,Amelia County
343,[1126.2325],2020-02-03,VA,Amelia County
344,[1144.9497],2020-02-10,VA,Amelia County
345,[1111.3088],2020-02-17,VA,Amelia County
346,[1111.0521],2020-02-24,VA,Amelia County
347,[36.42429],2019-12-02,KY,Anderson County
348,[23.544138],2019-12-09,KY,Anderson County
349,[36.589336],2019-12-16,KY,Anderson County
350,[39.740932],2019-12-23,KY,Anderson County
351,[42.15577],2019-12-30,KY,Anderson County
352,[44.730263],2020-01-06,KY,Anderson County
353,[47.615982],2020-01-13,KY,Anderson County
354,[50.87352],2020-01-20,KY,Anderson County
355,[54.556194],2020-01-27,KY,Anderson County
356,[58.721596],2020-02-03,KY,Anderson County
357,[63.434036],2020-02-10,KY,Anderson County
358,[68.76418],2020-02-17,KY,Anderson County
359,[74.79013],2020-02-24,KY,Anderson County
360,[973.1426],2019-12-02,SC,Anderson County
361,[832.07117],2019-12-09,SC,Anderson County
362,[825.12695],2019-12-16,SC,Anderson County
363,[865.58136],2019-12-23,SC,Anderson County
364,[1687.5278],2019-12-30,SC,Anderson County
365,[1672.2422],2020-01-06,SC,Anderson County
366,[1872.8219],2020-01-13,SC,Anderson County
367,[1865.565],2020-01-20,SC,Anderson County
368,[1862.8451],2020-01-27,SC,Anderson County
369,[1844.7107],2020-02-03,SC,Anderson County
370,[1828.7291],2020-02-10,SC,Anderson County
371,[1812.0704],2020-02-17,SC,Anderson County
372,[1796.8348],2020-02-24,SC,Anderson County
373,[973.1426],2019-12-02,TN,Anderson County
374,[832.07117],2019-12-09,TN,Anderson County
375,[825.12695],2019-12-16,TN,Anderson County
376,[865.58136],2019-12-23,TN,Anderson County
377,[1687.5278],2019-12-30,TN,Anderson County
378,[1672.2422],2020-01-06,TN,Anderson County
379,[1872.8219],2020-01-13,TN,Anderson County
380,[1865.565],2020-01-20,TN,Anderson County
381,[1862.8451],2020-01-27,TN,Anderson County
382,[1844.7107],2020-02-03,TN,Anderson County
383,[1828.7291],2020-02-10,TN,Anderson County
384,[1812.0704],2020-02-17,TN,Anderson County
385,[1796.8348],2020-02-24,TN,Anderson County
386,[1009.18396],2019-12-02,TX,Anderson County
387,[949.3659],2019-12-02,TX,Anderson County
388,[745.24646],2019-12-09,TX,Anderson County
389,[866.2533],2019-12-09,TX,Anderson County
390,[1688.7206],2019-12-16,TX,Anderson County
391,[1716.1132],2019-12-16,TX,Anderson County
392,[1824.9957],2019-12-23,TX,Anderson County
393,[1907.2727],2019-12-23,TX,Anderson County
394,[1892.3333],2019-12-30,TX,Anderson County
395,[1881.8296],2019-12-30,TX,Anderson County
396,[1866.9822],2020-01-06,TX,Anderson County
397,[1853.7821],2020-01-06,TX,Anderson County
398,[1841.9917],2020-01-13,TX,Anderson County
399,[1832.7769],2020-01-13,TX,Anderson County
400,[1826.7083],2020-01-20,TX,Anderson County
401,[1824.3845],2020-01-20,TX,Anderson County
402,[1826.243],2020-01-27,TX,Anderson County
403,[1832.6011],2020-01-27,TX,Anderson County
404,[1843.6189],2020-02-03,TX,Anderson County
405,[1859.2494],2020-02-03,TX,Anderson County
406,[1879.1499],2020-02-10,TX,Anderson County
407,[1902.593],2020-02-10,TX,Anderson County
408,[1928.4583],2020-02-17,TX,Anderson County
409,[1955.3735],2020-02-17,TX,Anderson County
410,[1981.9836],2020-02-24,TX,Anderson County
411,[2007.2123],2020-02-24,TX,Anderson County
412,[199.20813],2019-12-02,MO,Andrew County
413,[209.25726],2019-12-09,MO,Andrew County
414,[242.764],2019-12-16,MO,Andrew County
415,[242.89697],2019-12-23,MO,Andrew County
416,[240.27747],2019-12-30,MO,Andrew County
417,[237.43628],2020-01-06,MO,Andrew County
418,[234.65625],2020-01-13,MO,Andrew County
419,[231.98407],2020-01-20,MO,Andrew County
420,[229.43674],2020-01-27,MO,Andrew County
421,[227.0281],2020-02-03,MO,Andrew County
422,[224.77258],2020-02-10,MO,Andrew County
423,[222.68549],2020-02-17,MO,Andrew County
424,[220.78326],2020-02-24,MO,Andrew County
425,[-21.481398],2019-12-02,ME,Androscoggin County
426,[1165.1948],2019-12-09,ME,Androscoggin County
427,[1064.5371],2019-12-16,ME,Androscoggin County
428,[1289.2435],2019-12-23,ME,Androscoggin County
429,[1125.6069],2019-12-30,ME,Androscoggin County
430,[1193.357],2020-01-06,ME,Androscoggin County
431,[1126.2325],2020-01-13,ME,Androscoggin County
432,[1144.9497],2020-01-20,ME,Androscoggin County
433,[1111.3088],2020-01-27,ME,Androscoggin County
434,[1111.0521],2020-02-03,ME,Androscoggin County
435,[1090.3368],2020-02-10,ME,Androscoggin County
436,[1082.989],2020-02-17,ME,Androscoggin County
437,[1067.622],2020-02-24,ME,Androscoggin County
438,[973.1426],2019-12-02,TX,Angelina County
439,[832.07117],2019-12-09,TX,Angelina County
440,[825.12695],2019-12-16,TX,Angelina County
441,[865.58136],2019-12-23,TX,Angelina County
442,[1687.5278],2019-12-30,TX,Angelina County
443,[1672.2422],2020-01-06,TX,Angelina County
444,[1872.8219],2020-01-13,TX,Angelina County
445,[1865.565],2020-01-20,TX,Angelina County
446,[1862.8451],2020-01-27,TX,Angelina County
447,[1844.7107],2020-02-03,TX,Angelina County
448,[1828.7291],2020-02-10,TX,Angelina County
449,[1812.0704],2020-02-17,TX,Angelina County
450,[1796.8348],2020-02-24,TX,Angelina County
451,[2222.1042],2019-12-02,MD,Anne Arundel County
452,[3779.5486],2019-12-09,MD,Anne Arundel County
453,[3438.2754],2019-12-16,MD,Anne Arundel County
454,[3589.2605],2019-12-23,MD,Anne Arundel County
455,[3595.4224],2019-12-30,MD,Anne Arundel County
456,[3582.6174],2020-01-06,MD,Anne Arundel County
457,[3606.3438],2020-01-13,MD,Anne Arundel County
458,[3613.4038],2020-01-20,MD,Anne Arundel County
459,[3623.0498],2020-01-27,MD,Anne Arundel County
460,[3634.0928],2020-02-03,MD,Anne Arundel County
461,[3643.7407],2020-02-10,MD,Anne Arundel County
462,[3653.763],2020-02-17,MD,Anne Arundel County
463,[3663.678],2020-02-24,MD,Anne Arundel County
464,[1593.2721],2019-12-02,MN,Anoka County
465,[2156.0505],2019-12-09,MN,Anoka County
466,[1416.7324],2019-12-16,MN,Anoka County
467,[1479.882],2019-12-23,MN,Anoka County
468,[1945.1266],2019-12-30,MN,Anoka County
469,[2309.7808],2020-01-06,MN,Anoka County
470,[3344.504],2020-01-13,MN,Anoka County
471,[3728.6707],2020-01-20,MN,Anoka County
472,[3922.8516],2020-01-27,MN,Anoka County
473,[4056.0786],2020-02-03,MN,Anoka County
474,[4135.2456],2020-02-10,MN,Anoka County
475,[4176.6255],2020-02-17,MN,Anoka County
476,[4196.9185],2020-02-24,MN,Anoka County
477,[1009.18396],2019-12-02,NC,Anson County
478,[949.3659],2019-12-09,NC,Anson County
479,[745.24646],2019-12-16,NC,Anson County
480,[866.2533],2019-12-23,NC,Anson County
481,[1688.7206],2019-12-30,NC,Anson County
482,[1716.1132],2020-01-06,NC,Anson County
483,[1824.9957],2020-01-13,NC,Anson County
484,[1907.2727],2020-01-20,NC,Anson County
485,[1892.3333],2020-01-27,NC,Anson County
486,[1881.8296],2020-02-03,NC,Anson County
487,[1866.9822],2020-02-10,NC,Anson County
488,[1853.7821],2020-02-17,NC,Anson County
489,[1841.9917],2020-02-24,NC,Anson County
490,[-21.481398],2020-01-06,GA,Appling County
491,[1165.1948],2020-01-13,GA,Appling County
492,[1064.5371],2020-01-20,GA,Appling County
493,[1289.2435],2020-01-27,GA,Appling County
494,[1125.6069],2020-02-03,GA,Appling County
495,[1193.357],2020-02-10,GA,Appling County
496,[1126.2325],2020-02-17,GA,Appling County
497,[1144.9497],2020-02-24,GA,Appling County
498,[1092.4899],2019-12-02,TX,Aransas County
499,[1434.2039],2019-12-09,TX,Aransas County
500,[1533.7974],2019-12-16,TX,Aransas County
501,[1951.4662],2019-12-23,TX,Aransas County
502,[2089.1987],2019-12-30,TX,Aransas County
503,[2394.1377],2020-01-06,TX,Aransas County
504,[2409.8948],2020-01-13,TX,Aransas County
505,[2439.1155],2020-01-20,TX,Aransas County
506,[2464.2183],2020-01-27,TX,Aransas County
507,[2489.1638],2020-02-03,TX,Aransas County
508,[2512.91],2020-02-10,TX,Aransas County
509,[2535.1567],2020-02-17,TX,Aransas County
510,[2555.8494],2020-02-24,TX,Aransas County
511,[3154.1006],2019-12-02,CO,Arapahoe County
512,[4507.829],2019-12-09,CO,Arapahoe County
513,[3916.656],2019-12-16,CO,Arapahoe County
514,[3791.252],2019-12-23,CO,Arapahoe County
515,[3695.166],2019-12-30,CO,Arapahoe County
516,[3695.4666],2020-01-06,CO,Arapahoe County
517,[3704.586],2020-01-13,CO,Arapahoe County
518,[3704.8345],2020-01-20,CO,Arapahoe County
519,[3710.2817],2020-01-27,CO,Arapahoe County
520,[3714.2957],2020-02-03,CO,Arapahoe County
521,[3718.0623],2020-02-10,CO,Arapahoe County
522,[3722.0444],2020-02-17,CO,Arapahoe County
523,[3725.7805],2020-02-24,CO,Arapahoe County
524,[-21.481398],2019-12-02,TX,Archer County
525,[1165.1948],2019-12-09,TX,Archer County
526,[1064.5371],2019-12-16,TX,Archer County
527,[1289.2435],2019-12-23,TX,Archer County
528,[1125.6069],2019-12-30,TX,Archer County
529,[1193.357],2020-01-06,TX,Archer County
530,[1126.2325],2020-01-13,TX,Archer County
531,[1144.9497],2020-01-20,TX,Archer County
532,[1111.3088],2020-01-27,TX,Archer County
533,[1111.0521],2020-02-03,TX,Archer County
534,[1090.3368],2020-02-10,TX,Archer County
535,[1082.989],2020-02-17,TX,Archer County
536,[1067.622],2020-02-24,TX,Archer County
537,[-21.481398],2019-12-02,AR,Arkansas County
538,[1165.1948],2019-12-09,AR,Arkansas County
539,[1064.5371],2019-12-16,AR,Arkansas County
540,[1289.2435],2019-12-23,AR,Arkansas County
541,[1125.6069],2019-12-30,AR,Arkansas County
542,[1193.357],2020-01-06,AR,Arkansas County
543,[1126.2325],2020-01-13,AR,Arkansas County
544,[1144.9497],2020-01-20,AR,Arkansas County
545,[1111.3088],2020-01-27,AR,Arkansas County
546,[5017.4873],2019-12-02,VA,Arlington County
547,[5374.4126],2019-12-09,VA,Arlington County
548,[4598.3667],2019-12-16,VA,Arlington County
549,[4283.5757],2019-12-23,VA,Arlington County
550,[4211.3794],2019-12-30,VA,Arlington County
551,[4201.8784],2020-01-06,VA,Arlington County
552,[4204.4375],2020-01-13,VA,Arlington County
553,[4208.5884],2020-01-20,VA,Arlington County
554,[4212.639],2020-01-27,VA,Arlington County
555,[4216.4253],2020-02-03,VA,Arlington County
556,[4219.994],2020-02-10,VA,Arlington County
557,[4223.398],2020-02-17,VA,Arlington County
558,[4226.6763],2020-02-24,VA,Arlington County
559,[-21.481398],2019-12-02,PA,Armstrong County
560,[1165.1948],2019-12-09,PA,Armstrong County
561,[1064.5371],2019-12-16,PA,Armstrong County
562,[1289.2435],2019-12-23,PA,Armstrong County
563,[1125.6069],2019-12-30,PA,Armstrong County
564,[1193.357],2020-01-06,PA,Armstrong County
565,[1126.2325],2020-01-13,PA,Armstrong County
566,[1144.9497],2020-01-20,PA,Armstrong County
567,[1111.3088],2020-01-27,PA,Armstrong County
